15 6536 21939
11 3143 -0.0684426 -0.0774958
6 4282 -0.0822147 0.0286438
11 4282 -0.157911 -0.0402981
11 1207 -0.139975 0.197349
6 4283 0.0587041 -0.219619
11 4283 -0.0578958 -0.346418
11 3836 -0.25203 -0.148116
6 4282 -0.0812405 0.0282924
11 1524 -0.0525593 0.271571
11 3154 0.0416854 0.212454
11 2551 -0.11005 0.0528605
11 3147 -0.146302 0.123786
11 992 -0.0132617 0.0862386
6 4284 -0.0945297 0.223441
11 4284 -0.151419 0.182216
11 3149 -0.118131 0.0227049
11 3841 -0.217244 -0.102851
6 4285 -0.0956592 0.224186
11 4285 -0.153091 0.183155
11 2042 -0.0713357 0.262515
11 2813 -0.0384318 0.0594655
11 984 0.0950005 0.0159674
11 3166 -0.0790113 0.231632
11 3142 -0.0983403 0.0434221
6 4286 0.182142 0.0483272
11 4286 0.128888 -0.00539541
6 4287 0.00282646 0.297698
11 4287 -0.0598961 0.258899
11 1797 -0.0271506 0.0406635
11 4148 -0.0361817 0.0614638
11 3164 -0.158484 0.0501885
11 3850 -0.0903299 -0.338763
11 3852 -0.109136 -0.27049
11 1342 -0.16332 0.0722522
11 1657 0.0181619 0.259371
11 3853 -0.0155035 0.110688
11 2817 -0.132127 0.0112238
11 3854 -0.0305397 0.133019
6 4288 -0.0970386 -0.137431
11 4288 -0.150591 -0.198446
6 4289 0.375526 -0.273359
11 4289 0.322782 -0.359493
11 37 -0.0299598 0.111703
11 2826 0.077536 -0.0672254
6 2251 -0.245828 -0.276538
11 2815 -0.168178 -0.00583327
11 3153 -0.110081 0.0363829
11 1602 -0.0808024 0.146149
11 3173 0.208859 -0.290264
11 1324 -0.155289 0.0997157
11 3858 -0.125303 -0.147132
11 4252 -0.112286 -0.178787
6 4290 -0.173796 -0.215091
11 4290 -0.227813 -0.28119
11 3861 -0.110394 -0.288927
6 4291 0.231122 -0.0826562
11 4291 0.187199 -0.138661
6 4292 0.205349 -0.336958
11 4292 0.167639 -0.403183
11 3863 -0.369277 0.120374
11 3864 -0.276665 0.00611199
6 4293 0.307124 -0.241855
11 4293 0.25332 -0.320273
11 3866 0.0478933 0.0262857
11 3868 0.105514 0.00874073
11 3869 -0.348821 0.102215
6 1622 -0.114896 0.100532
11 1002 -0.028058 0.174081
6 4291 0.232534 -0.0830264
11 3874 -0.296097 0.062086
11 1658 -0.0972354 0.0655576
11 3177 -0.153825 0.109945
6 4294 0.106991 0.270973
11 4294 0.054606 0.237294
11 3877 -0.0854898 0.230418
11 229 -0.101849 0.169127
6 4295 -0.062443 -0.124338
11 4295 0.112123 0.0056677
11 3878 -0.112704 -0.320607
11 3194 -0.0278486 0.184231
11 2108 -0.0744439 0.273004
6 4296 -0.147872 -0.00616936
11 4296 -0.21779 -0.0720889
11 3882 -0.117173 -0.296489
11 119 0.0519677 0.0330888
11 1639 -0.0728526 0.171599
11 3884 0.0422476 -0.219708
6 4297 0.348217 -0.26277
11 4297 0.295036 -0.348707
11 3183 -0.130495 0.161829
11 2824 0.136945 -0.0967364
11 2125 -0.0331189 0.177383
11 3890 -0.010271 0.177897
11 3190 -0.0818301 0.159053
6 4298 -0.171272 -0.24868
11 4298 -0.250736 -0.337923
6 2882 -0.272763 -0.303792
11 3896 -0.10747 -0.30669
11 3897 -0.399579 0.156179
11 524 -0.0315584 0.0805598
6 1427 -0.148231 0.0434941
11 4151 0.0981498 0.0569968
11 4152 0.0355275 0.0196386
11 1809 -0.0927167 0.166149
6 4299 -0.23025 0.245612
11 4299 -0.352313 0.157296
11 1572 -0.0801168 0.167607
6 4300 -0.155687 -0.189678
11 4300 -0.209968 -0.254792
11 4153 0.12609 -0.41043
11 3902 0.169694 -0.0724702
6 1280 -0.290168 -0.298428
11 3901 -0.124983 0.042976
6 4292 0.205123 -0.337042
11 3903 -0.133242 -0.150017
11 1576 -0.076134 0.243007
11 3906 0.0330632 -0.182529
6 4301 -0.0490778 -0.113637
11 4301 -0.104606 -0.174876
11 2369 0.0458405 -0.0429562
6 899 -0.167953 -0.25258
11 3911 0.168506 -0.122329
6 4302 -0.0484301 -0.269616
11 4302 -0.0867798 -0.325468
6 3902 0.220906 -0.015266
11 3199 -0.132792 0.192738
11 2825 -0.00164233 0.248605
11 1840 -0.102856 0.123085
6 4303 -0.189066 -0.268381
11 4303 -0.265225 -0.355641
11 3192 -0.032931 0.0747572
11 2117 -0.055181 -0.0379319
6 4304 -0.298174 -0.318176
11 4304 -0.350423 -0.388529
11 2681 0.0265624 0.232395
6 4305 -0.131334 -0.209526
11 4305 -0.205194 -0.291934
6 2624 -0.232339 -0.250776
11 301 0.0941495 -0.00227748
11 4157 -0.310435 0.131351
11 4253 -0.0353583 -0.0557163
6 4306 -0.176063 -0.164043
11 4306 -0.233546 -0.230914
11 3922 -0.0566272 -0.0275587
6 4307 -0.170761 -0.243169
11 4307 -0.248454 -0.330905
6 4308 -0.0697154 0.265924
11 4308 -0.126999 0.228244
6 2107 -0.149802 -0.0998974
6 4309 0.119798 0.234058
11 4309 0.026199 0.165407
11 79 -0.023365 0.12481
11 3925 0.0901172 0.0225754
11 235 -0.0113244 0.214084
6 2962 -0.166918 -0.251648
11 3197 0.239172 -0.311352
6 4310 -0.189661 -0.258186
11 4310 -0.26915 -0.347965
6 1946 -0.101945 -0.0576293
11 2744 -0.0259669 0.262781
6 2273 -0.187426 -0.202469
6 4311 -0.160851 -0.250781
11 4311 -0.240211 -0.339305
11 3930 -0.213203 -0.151971
6 4312 -0.0910913 -0.113271
11 4312 -0.166987 -0.193895
11 2833 -0.0461166 -0.182919
11 2168 -0.00288056 0.0614831
11 4161 0.191526 -0.131981
11 1328 -0.160996 0.102847
11 1747 -0.0295139 0.0734025
6 3494 -0.192644 -0.237536
6 4313 -0.200919 -0.245073
11 4313 -0.236069 -0.29504
6 2292 -0.159746 -0.143781
11 3938 0.131746 -0.215387
6 1147 -0.208151 -0.214971
11 2705 -0.0678891 0.205156
11 1060 -0.170476 0.0298448
11 3196 0.184752 -0.278144
11 2714 -0.0624503 0.272943
11 3942 0.174839 -0.0785258
11 3943 -0.351852 0.0971054
11 3213 0.101857 0.0281265
11 2827 -0.406369 0.15832
6 4314 0.151808 -0.343493
11 4314 0.121528 -0.399397
11 3223 -0.0589229 -0.0610551
11 3221 -0.112626 0.242471
6 2727 -0.155121 -0.0980176
11 2336 -0.221607 -0.141251
11 3950 -0.294949 0.049368
6 4315 -0.187832 -0.112569
11 4315 -0.233745 -0.1659
11 3952 -0.117805 -0.258888
6 4313 -0.183149 -0.229117
11 2842 -0.090153 0.268181
11 2688 0.00782719 0.235888
6 4316 -0.0575511 -0.107143
11 4316 -0.127081 -0.182508
6 4317 -0.121997 0.0652093
11 4317 -0.165223 0.0217927
11 1282 -0.143292 0.1341
6 4308 -0.0701219 0.267406
11 3957 -0.562404 0.0594924
11 1349 -0.107146 0.118691
11 2834 -0.112332 0.0828668
6 4318 -0.0981583 -0.180883
11 4318 -0.170837 -0.262459
6 4319 0.0355597 -0.139245
11 4319 -0.0539166 -0.23233
6 2667 -0.243639 -0.282873
11 1368 0.00701582 0.217937
11 1061 -0.122129 0.109061
6 1946 -0.118337 -0.0692803
6 4320 0.120758 0.224093
11 4320 0.0269754 0.155697
11 3973 -0.205738 -0.193474
6 3493 -0.163936 -0.101902
11 3246 -0.0116351 0.19288
6 4321 -0.1472 -0.238047
11 4321 -0.224713 -0.325342
11 1090 -0.063773 0.0559791
11 757 -0.108702 0.24556
11 3975 -0.106183 0.0691509
11 2717 -0.132587 0.110226
11 3278 0.0687002 -0.0360852
6 4322 -0.114454 -0.201283
11 4322 -0.185968 -0.280928
6 4323 0.233906 -0.0898331
11 4323 0.18933 -0.145663
11 3245 -0.287382 0.0229042
6 3501 -0.268474 -0.291996
11 3982 -0.0963181 -0.309089
11 3980 0.0642515 0.090789
6 4324 0.0162969 -0.0111366
11 4324 -0.0430981 -0.0688285
6 4325 -0.0207488 0.201844
11 4325 -0.0925125 0.149625
11 3984 -0.0835594 0.0984722
11 3176 -0.106835 0.233582
6 4326 -0.399733 0.0890531
11 4326 -0.50228 0.000522957
11 3988 -0.0538123 0.195447
6 4327 0.142088 -0.349507
11 4327 0.111512 -0.405691
11 3989 -0.141555 -0.0178289
11 3990 0.0337053 0.225879
11 3991 -0.0569092 0.281099
11 781 -0.122163 0.10598
11 3994 0.0527429 0.259898
11 3998 -0.362442 0.156848
11 3240 -0.0116343 0.129828
11 2287 -0.232798 -0.260232
6 4328 -0.128755 -0.217635
11 4328 -0.205863 -0.304027
6 4329 -0.140493 -0.22749
11 4329 -0.21572 -0.31195
11 1326 -0.162942 0.187546
6 4330 -0.00376493 0.0605741
11 4330 -0.0147167 0.0437398
11 4002 -0.39434 0.125605
6 4331 -0.0650678 -0.181504
11 4331 -0.113196 -0.242024
11 1887 -0.190742 -0.172936
6 4332 -0.174859 -0.221884
11 4332 -0.227645 -0.286875
6 4333 -0.11975 -0.12189
11 4333 -0.177221 -0.184682
6 4334 0.290864 -0.232299
11 4334 0.236705 -0.310126
6 4335 0.128086 0.229657
11 4335 0.0356173 0.16292
6 4336 -0.1374 -0.178898
11 4336 -0.189927 -0.241651
11 1294 -0.164536 0.0355905
6 4337 -0.0587135 0.0634321
11 4337 -0.130326 -0.00209416
11 4012 -0.146007 0.0077871
6 3496 0.0198821 0.176627
11 4014 0.1008 0.00803644
6 4338 0.0361244 0.2884
11 4338 -0.0269563 0.248821
11 1332 -0.246713 -0.169103
11 776 0.481574 0.101343
6 4339 -0.0356033 0.179948
11 4339 -0.104834 0.126292
11 4017 -0.0107014 0.193246
11 775 0.526076 0.105148
11 3269 0.0369717 0.226904
6 4340 -0.016897 0.223598
11 4340 -0.0856413 0.173134
11 2712 -0.049432 0.0785652
6 4341 -0.0563719 -0.115722
11 4341 -0.117776 -0.182439
11 3294 0.0067686 0.0172278
11 3387 0.445487 0.0571646
6 4342 0.180566 -0.165136
11 4342 0.142091 -0.220045
11 3311 0.0212512 0.272943
11 2165 -0.0147625 0.119194
6 4343 0.413603 0.096604
11 4343 0.416113 0.0904083
11 1331 -0.0427402 0.275807
11 4179 0.0352083 0.258439
11 4262 0.206991 -0.292946
11 4035 -0.300854 -0.0994232
6 4344 0.0735464 0.19202
11 4344 0.00914806 0.14344
11 2839 -0.152771 0.0353714
11 2320 0.120925 -0.412652
6 4345 0.204781 -0.324866
11 4345 0.165783 -0.390679
6 4346 -0.216734 -0.211143
11 4346 -0.273503 -0.279963
6 4347 0.242131 -0.0730934
11 4347 0.196978 -0.12749
6 4348 -0.0229741 0.273908
11 4348 -0.0877728 0.231268
11 2185 -0.118211 0.180158
11 4050 -0.099604 0.0565634
6 4349 -0.0849887 -0.108375
11 4349 -0.140809 -0.170285
11 4052 -0.0771042 -0.0456829
11 1638 0.122632 -0.029505
6 4350 0.487787 0.10005
11 4350 0.490066 0.0926065
6 4351 -0.107831 -0.199223
11 4351 -0.180832 -0.280545
11 4060 -0.138666 0.0561969
6 4352 0.195705 -0.33102
11 4352 0.156254 -0.397194
11 3302 0.46536 0.113717
11 4067 0.44942 0.0490767
11 2154 -0.11899 0.0739066
6 4353 0.394534 0.0826381
11 4353 0.390395 0.0714741
6 1948 -0.221919 -0.210731
11 4072 0.0389668 0.150108
11 2645 -0.11412 0.196674
11 3343 -0.0734806 0.158014
11 2864 -0.0503175 0.284455
11 2852 -0.104071 -0.246341
6 4353 0.394841 0.0828961
11 4083 -0.218814 -0.159122
6 4354 0.125982 -0.126231
11 4354 0.0726881 -0.190701
6 4355 -0.202848 -0.197098
11 4355 -0.259261 -0.264281
11 4266 -0.503036 -0.0132317
11 4093 0.34056 0.0799228
6 4356 -0.213637 -0.199453
11 4356 -0.270103 -0.267141
11 4198 0.325543 0.0779831
6 4357 -0.152225 -0.218105
11 4357 -0.229131 -0.304125
11 3300 -0.124211 0.135402
6 4358 -0.0707433 0.0142429
11 4358 -0.151345 -0.0597844
11 3323 0.190769 -0.0961027
11 2229 -0.0399686 0.14793
11 738 0.544823 0.0992863
6 4359 0.458188 0.0968293
11 4359 0.461115 0.0882353
6 1954 -0.123581 -0.208927
6 4360 0.265878 -0.22014
11 4360 0.212112 -0.297325
6 4361 -0.166072 -0.153658
11 4361 -0.224415 -0.220416
6 4362 0.176226 0.0373383
11 4362 0.117835 -0.0191611
6 4363 -0.0889738 -0.0694278
11 4363 -0.158994 -0.141568
11 4105 0.0104045 0.224331
6 4364 -0.236655 0.243553
11 4364 -0.360815 0.155845
6 4365 0.0250566 -0.100425
11 4365 -0.0557803 -0.185319
6 4366 0.10042 0.0494306
11 4366 0.0430924 -0.0039008
11 3309 -0.210753 -0.202097
11 4106 -0.0106655 0.223746
11 4109 0.352722 -0.0494283
6 4367 -0.0781055 -0.176894
11 4367 -0.131581 -0.239982
11 2871 0.42945 -0.0268285
6 4368 -0.0705476 -0.17409
11 4368 -0.124497 -0.237732
11 4111 -0.0389427 0.164191
6 4369 -0.17843 -0.0832388
11 4369 -0.228285 -0.139296
11 2802 -0.140694 0.0552069
6 4370 -0.0193495 0.184509
11 4370 -0.0906505 0.130359
11 4118 -0.0692343 0.19474
11 4245 0.0912959 -0.364704
6 4371 0.361248 0.0696068
11 4371 0.359295 0.0585637
6 4372 0.142442 -0.101707
11 4372 0.085346 -0.165843
6 4373 -0.0744578 0.230212
11 4373 -0.136112 0.185852
6 4374 0.349064 0.0775296
11 4374 0.343185 0.0650417
11 3315 0.155848 -0.102831
11 4131 -0.0460921 0.158304
11 4134 0.484177 0.0754046
6 4375 -0.184448 -0.174911
11 4375 -0.243447 -0.244319
11 2796 -0.131511 0.0593474
6 4366 0.0973287 0.046499
11 3345 -0.10053 0.0839271
11 4246 -0.0724294 0.130967
11 4141 0.124465 -0.388814
12 3823 0.183178 -0.0585155
6 4376 -0.20837 0.0596791
12 4376 -0.194859 0.0267102
6 4377 -0.156081 0.0184303
12 4377 -0.140464 -0.0272549
12 2032 0.152589 0.0576338
6 3477 0.117734 0.254887
12 21 0.188154 0.066038
6 4378 -0.173548 0.0706576
12 4378 -0.159036 0.0255117
12 3826 0.0368405 -0.0175068
6 4379 0.350218 -0.250779
12 4379 0.402808 -0.306191
12 2923 0.0523765 0.268727
12 2544 -0.15992 -0.049281
6 4380 0.0713178 -0.0823047
12 4380 0.101229 -0.121271
12 2534 0.0405751 -0.00478568
12 4249 -0.0925535 0.166523
12 4144 0.148778 0.081051
12 3829 -0.0557391 -0.0106275
12 1340 0.244394 -0.0887926
6 4381 0.169145 0.0177824
12 4381 0.200416 -0.00837153
12 2599 -0.0820454 0.0735385
6 4382 0.177644 0.112189
12 4382 0.20646 0.0905238
12 3831 -0.0520378 -0.361363
12 3832 0.190624 0.137888
6 913 -0.107537 0.193518
12 2816 0.0654415 0.200722
6 4383 -0.105975 0.0804528
12 4383 -0.0887633 0.040288
6 4384 -0.204275 -0.0559841
12 4384 -0.185114 -0.101077
12 2951 -0.0159092 0.0362646
6 4385 -0.130326 0.126446
12 4385 -0.116055 0.0935397
12 2542 0.106687 0.238086
12 3832 0.192405 0.138111
6 4386 0.096463 -0.0131261
12 4386 0.12569 -0.0392003
12 4213 0.0606107 0.263704
12 1487 -0.00809556 0.0616243
12 770 0.207576 0.0774662
6 4387 0.142668 0.181094
12 4387 0.168423 0.161908
6 4388 0.17259 0.00606992
12 4388 0.203255 -0.0187338
12 80 0.173596 0.0365205
6 4389 -0.208265 0.0028019
12 4389 -0.192657 -0.0488781
6 4390 0.16445 0.139044
12 4390 0.192809 0.119222
12 2814 0.0106019 -0.0844784
12 3835 0.20787 0.0327646
6 4391 -0.0250344 -0.0671447
12 4391 -0.000835812 -0.116792
6 4392 0.055698 -0.137856
12 4392 0.0857454 -0.173329
12 1207 -0.0685191 0.215877
6 4393 -0.0804505 -0.325766
12 4393 -0.0498974 -0.35925
12 3836 -0.187076 -0.131038
12 2546 -0.18397 -0.14183
6 1566 0.156101 0.170427
6 4394 -0.123479 0.147981
12 4394 -0.109437 0.117246
6 3516 0.220279 -0.0483696
12 3838 -0.157012 0.0760791
12 2056 0.0250961 0.292354
12 2551 -0.0128229 0.0769411
6 4395 -0.0080388 -0.177068
12 4395 0.0197708 -0.2211
6 1956 -0.118682 0.166135
12 1511 0.201438 0.0294264
6 4396 0.164743 0.10126
12 4396 0.195349 0.0726973
12 4284 -0.0819776 0.200347
6 1033 -0.035694 0.0802152
12 3138 0.227359 -0.012942
12 2556 0.109788 0.224153
12 3842 -0.0890611 0.0649786
12 3843 -0.000982803 -0.125193
6 4397 -0.109987 0.177528
12 4397 -0.0958956 0.149117
12 4285 -0.082856 0.200562
6 4398 0.155548 -0.368898
12 4398 0.194713 -0.405026
12 50 -0.232723 -0.31544
6 4396 0.164398 0.100447
6 4399 0.111968 0.271262
12 4399 0.133812 0.257089
12 4215 0.114251 0.23013
12 3844 -0.0423332 0.0308025
12 1508 0.0367197 0.285827
12 2046 0.0752243 -0.00387322
12 984 0.185407 0.0400006
12 3168 0.0826007 0.286796
12 3142 -0.00441849 0.0687068
12 3828 -0.0736813 0.0799969
12 4287 0.0187158 0.279278
6 4400 -0.117027 0.154452
12 4400 -0.102945 0.123139
6 4401 -0.168593 0.11918
12 4401 -0.156813 0.0652466
6 4402 0.167546 0.0877189
12 4402 0.198696 0.0581123
12 675 0.195329 -0.406011
12 3847 -0.135725 0.0407595
12 4148 0.0613344 0.0857108
12 3150 -0.00660203 -0.040378
6 4403 -0.16627 0.126449
12 4403 -0.153143 0.0716241
6 4404 -0.155413 0.00238957
12 4404 -0.138419 -0.0446455
12 4217 -0.102052 0.126193
12 3840 -0.151462 0.00730127
12 3164 -0.0679443 0.0763824
12 3849 0.112827 -0.175016
6 4405 -0.120286 0.13551
12 4405 -0.105426 0.103376
6 4405 -0.119693 0.134837
6 4406 0.0567604 -0.155983
12 4406 0.0868285 -0.196244
12 2093 0.0714915 0.205125
12 3850 -0.0242471 -0.321599
6 4397 -0.110535 0.177723
12 3852 -0.036202 -0.2522
12 1342 -0.0748759 0.0950323
12 1657 0.0944363 0.27931
12 3853 0.0765867 0.133461
12 3178 -0.0387103 0.035581
12 3162 0.061016 0.180144
6 4407 -0.13355 0.0736143
12 4407 -0.117271 0.0188369
6 4408 -0.172339 0.119082
12 4408 -0.159882 0.0631603
6 4406 0.0561495 -0.156161
6 4409 -0.00814804 -0.171818
12 4409 0.0200435 -0.211927
6 3368 0.210983 -0.332053
6 4410 -0.0475798 -0.216175
12 4410 -0.0187122 -0.255203
12 807 -0.225326 -0.0546536
6 4411 -0.170187 0.120784
12 4411 -0.157622 0.0651776
6 4412 0.0751253 -0.17871
12 4412 0.108519 -0.223017
12 2540 0.161051 -0.048417
12 3856 -0.0681409 0.0762889
6 4413 -0.0339579 0.0650509
12 4413 -0.0146411 0.02621
12 3361 -0.119966 -0.0871671
6 2248 -0.129954 -0.168937
6 4414 -0.136318 0.070776
12 4414 -0.120201 0.016121
12 4149 -0.0296599 -0.332213
6 4415 -0.187499 0.113941
12 4415 -0.175689 0.058707
12 3153 -0.0139689 0.0607169
12 4251 0.199372 0.0252994
12 3858 -0.0357997 -0.118015
12 1877 0.172939 -0.345314
6 4416 0.0598373 -0.129848
12 4416 0.0904777 -0.165693
6 3368 0.210815 -0.331762
12 2876 -0.117641 -0.0865962
12 3180 -0.00413459 0.250757
12 3861 -0.0392972 -0.271496
12 3862 0.167262 -0.141743
12 3863 -0.24296 0.151815
12 1042 -0.015586 0.0599328
12 3866 0.138806 0.0500977
12 3867 -0.466069 0.115993
12 3868 0.195766 0.0312609
12 1622 -0.098284 0.0616181
12 2148 0.00569595 0.29361
6 4417 -0.0447186 -0.0717841
12 4417 -0.0205424 -0.115201
12 3174 0.0218657 0.0696973
12 3181 -0.00358169 0.220877
12 1869 -0.0082854 0.0470261
6 4401 -0.167944 0.118417
6 4418 -0.0144195 0.0881138
12 4418 0.00654077 0.0498368
12 1002 0.0592255 0.196674
6 4419 0.162367 0.167626
12 4419 0.189092 0.150137
6 4420 -0.473365 0.188325
12 4420 -0.476956 0.127713
12 365 0.0248856 -0.214474
12 3873 -0.172359 0.148862
12 3188 0.00326389 0.235772
6 4421 -0.326166 -0.344506
12 4421 -0.301685 -0.398042
6 3521 0.0620614 -0.0899847
12 3875 -0.0854748 0.0481023
12 3876 0.0953646 0.272158
6 4422 0.168245 0.0933967
12 4422 0.19961 0.0639751
6 1838 -0.0991945 0.0879081
6 2590 0.0893948 0.226653
12 229 -0.0167548 0.191153
6 4423 -0.175317 0.134066
12 4423 -0.163172 0.0794176
12 3194 0.0587061 0.206323
6 4424 0.0751495 -0.104325
12 4424 0.106331 -0.14024
12 3881 -0.0569617 -0.346239
6 4425 0.172378 0.119075
12 4425 0.200956 0.098439
12 119 0.144586 0.0569625
6 4426 -0.189513 0.21006
12 4426 -0.181317 0.156875
6 4427 -0.240438 -0.260015
12 4427 -0.216943 -0.310849
12 2627 0.361842 -0.293789
12 3883 -0.0651635 0.178344
12 3884 0.118178 -0.199213
6 4428 -0.0794675 -0.269868
12 4428 -0.051058 -0.308477
12 492 0.0550948 0.199834
12 154 -0.225143 -0.29588
6 4429 0.175884 0.134185
12 4429 0.204206 0.114781
6 4430 0.0686236 0.132311
12 4430 0.0932421 0.100947
12 3885 0.145443 -0.122712
12 3887 -0.254266 0.162356
6 918 -0.145175 -0.00294082
12 2824 0.216788 -0.0752054
6 3529 -0.0734379 -0.23634
12 1620 0.000740048 0.2937
6 2966 -0.317139 -0.327571
12 3888 -0.119037 -0.0912575
12 3890 0.0767546 0.200506
12 3891 0.169642 -0.357486
12 2631 0.0540136 0.200349
6 4431 -0.163541 -0.222406
12 4431 -0.140175 -0.269927
6 4432 -0.184075 0.207626
12 4432 -0.175844 0.154419
12 3190 0.00496467 0.181487
12 1658 -0.000644674 0.0898538
6 4433 0.308898 -0.244472
12 4433 0.356126 -0.295949
6 4434 0.0460256 0.219481
12 4434 0.0671988 0.192609
12 2680 0.0533392 -0.0206005
6 4435 0.115892 0.268226
12 4435 0.13787 0.252414
12 3218 0.00662559 -0.258464
12 4298 -0.146558 -0.314361
6 4436 -0.0446819 -0.0723817
12 4436 -0.019958 -0.11558
12 2882 -0.247779 -0.355652
6 4437 0.0836527 -0.15137
12 4437 0.115879 -0.188173
12 3896 -0.0368708 -0.287184
12 3897 -0.271884 0.188538
12 1336 0.319146 -0.269143
12 2835 0.076937 0.201928
12 4151 0.185251 0.0789662
6 676 -0.261897 -0.298455
12 1337 -0.163288 -0.028098
12 3210 0.250736 -0.370528
6 4438 -0.320796 -0.327
12 4438 -0.296123 -0.380158
12 1636 0.129201 0.0342188
12 3896 -0.0364269 -0.287839
6 4439 -0.0896535 -0.308842
12 4439 -0.0610527 -0.346681
12 3463 -0.0771039 0.0501237
6 4440 0.163178 -0.162832
12 4440 0.199755 -0.211318
12 2836 0.0101559 -0.245306
6 4441 -0.0782088 -0.255338
12 4441 -0.0491264 -0.294854
12 4153 0.195169 -0.391061
12 3902 0.257702 -0.0499778
6 4442 -0.120638 -0.154788
12 4442 -0.0965668 -0.197918
12 2831 -0.0299435 0.139865
6 4439 -0.089954 -0.30867
12 1576 0.00232685 0.264358
6 4443 0.0676212 -0.0891903
12 4443 0.0974931 -0.126716
6 4409 -0.0072873 -0.161606
12 1019 -0.0878433 0.139584
6 4444 -0.110985 0.0994226
12 4444 -0.0941003 0.0615243
12 2645 -0.0061115 0.21998
6 4445 -0.276003 0.238224
12 4445 -0.274575 0.182239
12 4301 -0.0239372 -0.159387
6 4446 -0.473895 0.162281
12 4446 -0.478311 0.102023
12 899 -0.142384 -0.317917
12 2880 0.00493152 0.143458
12 2593 0.168355 0.070167
6 4447 0.208889 0.000999522
12 4447 0.244769 -0.0336517
12 3912 -0.0497357 -0.277784
12 3914 0.252627 -0.0700175
12 3199 -0.0543815 0.214421
12 2825 0.075185 0.269473
6 2837 -0.0428503 -0.221081
6 4448 0.0882292 -0.144536
12 4448 0.119765 -0.181544
6 4449 -0.0390959 -0.109263
12 4449 -0.0125879 -0.154143
6 4450 0.0774386 -0.0936056
12 4450 0.107946 -0.132031
12 3919 -0.254957 0.172025
12 3920 0.0275121 0.211219
12 3192 0.0611304 0.0984637
6 2135 -0.15813 -0.17327
12 2117 0.0279624 -0.0168909
6 4451 -0.0350293 -0.143632
12 4451 -0.00931315 -0.187436
12 2838 -0.0284339 0.170056
12 4304 -0.274186 -0.371546
12 2681 0.103812 0.253195
12 4305 -0.106552 -0.269712
12 301 0.180714 0.021842
6 4452 0.168272 -0.0360601
12 4452 0.201408 -0.0668837
12 4253 0.0446785 -0.0351266
6 4449 -0.0372043 -0.109792
12 3921 -0.0540324 -0.322787
12 2638 0.162418 0.0642733
6 4453 0.174006 -0.0346675
12 4453 0.207157 -0.0656621
6 4454 -0.123426 0.0454398
12 4454 -0.107112 -0.00986665
12 3923 -0.016913 -0.113784
12 4308 -0.0568861 0.246764
6 4455 -0.0416361 -0.107874
12 4455 -0.0171155 -0.153281
12 2107 -0.128726 -0.136704
12 3925 0.180501 0.045041
12 235 0.0694962 0.237423
6 4456 -0.0788215 -0.114084
12 4456 -0.0546584 -0.155036
12 474 -0.0695755 0.044153
6 4457 0.167079 0.0338055
12 4457 0.199247 0.000194955
6 4458 -0.277171 0.0163482
12 4458 -0.267162 -0.0398474
6 4459 0.058735 -0.121662
12 4459 0.0864095 -0.144679
12 4159 0.0542043 -0.000280398
12 2662 0.0279557 0.282909
6 4460 0.40248 -0.292043
12 4460 0.459764 -0.351563
6 1977 -0.157259 -0.198554
12 3928 0.072251 0.235928
12 3929 -0.19415 0.160478
6 4451 -0.0356543 -0.140093
12 3931 0.106867 -0.157036
12 3932 -0.0508374 -0.354818
12 3934 0.127539 -0.188154
6 3934 0.0946736 -0.146401
12 1802 -0.0128645 0.0892016
12 3935 -0.011009 -0.292235
6 4461 -0.284116 0.243508
12 4461 -0.283177 0.187153
6 4462 0.197114 -0.171783
12 4462 0.237023 -0.218729
12 1592 0.0310034 0.180829
12 1132 -0.0173943 -0.313166
12 2705 0.0167579 0.227556
12 1060 -0.0804208 0.0522631
12 2636 0.00396228 0.121674
6 321 -0.290694 -0.299577
12 2714 0.0148262 0.294065
12 3941 -0.196192 -0.149348
6 4463 -0.0712709 -0.279817
12 4463 -0.0416783 -0.316173
6 4464 0.0894869 -0.149359
12 4464 0.120666 -0.184887
6 4465 0.0535937 -0.096007
12 4465 0.0834936 -0.134049
12 3213 0.192506 0.0497313
12 3945 -0.0428675 0.0659921
12 2827 -0.278928 0.191372
6 4466 0.166434 -0.28437
12 4466 0.205147 -0.327024
6 4467 0.0335947 0.153863
12 4467 0.0556038 0.125228
6 4468 0.0604119 -0.129777
12 4468 0.0906536 -0.175541
6 4469 -0.470509 0.0362047
12 4469 -0.459419 -0.00390916
6 4470 0.239852 -0.203969
12 4470 0.281871 -0.252298
12 2727 -0.134533 -0.134967
6 4471 0.126831 -0.250398
12 4471 0.162402 -0.291346
12 4255 0.223264 -0.209498
6 2435 0.0615345 -0.0555077
12 2842 -0.0145351 0.28925
12 2688 0.088194 0.257554
6 3544 -0.0622066 -0.306359
6 2434 -0.138969 -0.145621
6 4472 0.231018 -0.0313827
12 4472 0.26827 -0.0652875
6 2440 -0.0273497 0.0464288
12 3954 0.0938021 -0.287536
12 3956 -0.192247 0.0868599
6 4473 -0.104232 -0.146748
12 4473 -0.0799072 -0.189158
6 4474 -0.214941 -0.108084
12 4474 -0.19509 -0.145619
12 3958 -0.160799 -0.0874999
12 3959 -0.0469853 -0.318092
12 1349 -0.0169057 0.14158
6 4475 0.244431 -0.202258
12 4475 0.285912 -0.25027
12 3961 -0.24265 0.203497
12 2901 0.121618 0.277027
6 3551 -0.0699235 -0.102694
